snapshot_id,violation_id
2857,role-img-alt
2857,image-alt
2857,image-alt
2857,image-alt
2857,link-name
2858,image-alt
2858,list
2858,image-alt
2858,link-name
2858,document-title
2858,role-img-alt
2858,image-alt
2858,image-alt
2858,image-alt
2858,link-name
2859,image-alt
2859,list
2859,image-alt
2859,link-name
2859,document-title
2859,role-img-alt
2859,image-alt
2859,image-alt
2859,image-alt
2859,link-name
2860,image-alt
2860,list
2860,image-alt
2860,link-name
2860,document-title
2860,role-img-alt
2860,image-alt
2860,image-alt
2860,image-alt
2860,link-name
2861,image-alt
2861,list
2861,image-alt
2861,link-name
2861,document-title
2861,role-img-alt
2861,image-alt
2861,image-alt
2861,image-alt
2861,link-name
2862,image-alt
2862,list
2862,image-alt
2862,link-name
2862,document-title
2862,role-img-alt
2862,image-alt
2862,image-alt
2862,image-alt
2862,link-name
2863,image-alt
2863,list
2863,image-alt
2863,link-name
2863,document-title
2863,role-img-alt
2863,image-alt
2863,image-alt
2863,image-alt
2863,link-name
2864,image-alt
2864,list
2864,image-alt
2864,link-name
2864,document-title
2864,role-img-alt
2864,image-alt
2864,image-alt
2864,image-alt
2864,link-name
2865,image-alt
2865,list
2865,image-alt
2865,link-name
2865,document-title
2865,role-img-alt
2865,image-alt
2865,image-alt
2865,image-alt
2865,link-name
2866,image-alt
2866,list
2866,image-alt
2866,link-name
2866,document-title
2866,role-img-alt
2866,image-alt
2866,image-alt
2866,image-alt
2866,link-name
2867,image-alt
2867,list
2867,image-alt
2867,link-name
2867,image-alt
2867,link-name
2867,document-title
2867,image-alt
2867,image-alt
2867,role-img-alt
2868,image-alt
2868,list
2868,image-alt
2868,link-name
2868,image-alt
2868,link-name
2868,document-title
2868,image-alt
2868,image-alt
2868,role-img-alt
2869,image-alt
2869,role-img-alt
2869,image-alt
2869,image-alt
2869,document-title
2869,image-alt
2869,link-name
2869,image-alt
2869,link-name
2869,list
2870,role-img-alt
2870,image-alt
2870,document-title
2870,image-alt
2870,image-alt
2870,image-alt
2870,link-name
2870,image-alt
2870,link-name
2870,list
2871,role-img-alt
2871,image-alt
2871,document-title
2871,image-alt
2871,image-alt
2871,image-alt
2871,link-name
2871,image-alt
2871,link-name
2871,list
2872,document-title
2872,image-alt
2872,image-alt
2872,image-alt
2872,link-name
2872,image-alt
2872,link-name
2872,list
2872,image-alt
2872,role-img-alt
2873,image-alt
2873,image-alt
2873,image-alt
2873,link-name
2873,image-alt
2873,link-name
2873,image-alt
2873,list
2873,role-img-alt
2873,document-title
2874,image-alt
2874,image-alt
2874,image-alt
2874,role-img-alt
2874,image-alt
2874,link-name
2874,image-alt
2874,link-name
2874,list
2874,document-title
2879,button-name
2879,label-title-only
2880,label-title-only
2880,button-name
2881,label-title-only
2881,button-name
2882,button-name
2882,label-title-only
2956,label
2976,label
2976,label
2977,label
2977,label
2978,label
2978,label
2979,label
2979,label
2980,label
2980,label
2981,label
2981,label
2982,label
2982,label
2983,label
2983,label
2984,label
2984,label
2985,label
2985,label
2986,label
2986,label
2987,label
2987,label
2988,label
2988,label
2989,label
2989,label
2990,label
2990,label
3001,document-title
3001,link-name
3002,document-title
3002,link-name
3003,document-title
3003,link-name
3004,document-title
3004,link-name
3005,document-title
3005,link-name
3006,document-title
3006,link-name
3007,document-title
3007,link-name
3008,document-title
3008,link-name
3009,document-title
3009,link-name
3020,image-alt
3020,aria-allowed-attr
3020,label
3020,image-alt
3020,image-alt
3021,image-alt
3021,aria-allowed-attr
3021,label
3021,image-alt
3021,image-alt
3022,image-alt
3022,aria-allowed-attr
3022,label
3022,image-alt
3022,image-alt
3023,image-alt
3023,aria-allowed-attr
3023,label
3023,image-alt
3023,image-alt
3024,image-alt
3024,aria-allowed-attr
3024,label
3024,image-alt
3024,image-alt
3025,aria-allowed-attr
3025,image-alt
3025,label
3025,image-alt
3025,image-alt
3026,aria-allowed-attr
3026,image-alt
3026,label
3026,image-alt
3026,image-alt
3027,aria-allowed-attr
3027,image-alt
3027,label
3027,image-alt
3028,aria-allowed-attr
3028,image-alt
3028,label
3028,image-alt
3029,aria-allowed-attr
3029,image-alt
3029,label
3029,image-alt
3030,aria-allowed-attr
3030,image-alt
3030,label
3030,image-alt
3031,aria-allowed-attr
3031,image-alt
3031,label
3031,image-alt
3032,aria-allowed-attr
3032,image-alt
3032,label
3032,image-alt
3033,aria-allowed-attr
3033,image-alt
3033,label
3033,image-alt
3034,aria-allowed-attr
3034,image-alt
3034,label
3034,image-alt
3035,aria-allowed-attr
3035,image-alt
3035,label
3035,image-alt
3036,aria-allowed-attr
3036,image-alt
3036,label
3036,image-alt
3037,aria-allowed-attr
3037,image-alt
3037,label
3037,image-alt
3038,label
3038,image-alt
3038,image-alt
3038,aria-allowed-attr
3039,image-alt
3039,aria-allowed-attr
3039,label
3039,image-alt
3040,image-alt
3040,aria-allowed-attr
3040,label
3040,image-alt
3041,image-alt
3041,aria-allowed-attr
3041,label
3041,image-alt
3042,image-alt
3042,aria-allowed-attr
3042,label
3042,image-alt
3043,image-alt
3043,aria-allowed-attr
3043,label
3043,image-alt
3044,image-alt
3044,aria-allowed-attr
3044,label
3044,image-alt
3045,image-alt
3045,aria-allowed-attr
3045,label
3045,image-alt
3046,image-alt
3046,aria-allowed-attr
3046,label
3046,image-alt
3047,image-alt
3047,aria-allowed-attr
3047,label
3047,image-alt
3048,image-alt
3048,aria-allowed-attr
3048,label
3048,image-alt
3049,image-alt
3049,aria-allowed-attr
3049,label
3049,image-alt
3050,image-alt
3050,aria-allowed-attr
3050,label
3050,image-alt
3051,image-alt
3051,aria-allowed-attr
3051,label
3051,image-alt
3052,image-alt
3052,aria-allowed-attr
3052,label
3052,image-alt
3053,image-alt
3053,aria-allowed-attr
3053,label
3053,image-alt
3054,image-alt
3054,aria-allowed-attr
3054,label
3054,image-alt
3055,image-alt
3055,aria-allowed-attr
3055,label
3055,image-alt
3067,label
3067,label
3067,button-name
3068,label
3068,button-name
3068,label
3069,label
3069,label
3069,button-name
3070,label
3070,label
3070,button-name
3071,label
3071,button-name
3071,label
3072,button-name
3072,label
3072,label
3073,label
3073,button-name
3073,label
3074,label
3074,button-name
3074,label
3075,label
3075,button-name
3075,label
3076,label
3076,label
3076,link-name
3076,button-name
3077,label
3077,label
3077,button-name
3078,label
3078,label
3078,button-name
3079,button-name
3079,label
3079,label
3080,button-name
3080,label
3080,label
3081,button-name
3081,label
3081,label
3082,button-name
3082,label
3082,label
3083,label
3083,label
3083,nested-interactive
3083,button-name
3083,label
3083,aria-command-name
3083,label
3084,label
3084,label
3084,label
3084,label
3084,nested-interactive
3084,button-name
3084,aria-command-name
3085,label
3085,label
3085,label
3085,label
3085,nested-interactive
3085,button-name
3085,aria-command-name
3086,label
3086,label
3086,label
3086,label
3086,nested-interactive
3086,button-name
3086,aria-command-name
3087,label
3087,label
3087,label
3087,label
3087,nested-interactive
3087,button-name
3087,aria-command-name
3088,label
3088,label
3088,label
3088,label
3088,nested-interactive
3088,button-name
3088,aria-command-name
3089,label
3089,label
3089,nested-interactive
3089,label
3089,aria-command-name
3089,button-name
3089,label
3090,label
3090,label
3090,nested-interactive
3090,label
3090,aria-command-name
3090,button-name
3090,label
3091,label
3091,label
3091,nested-interactive
3091,label
3091,aria-command-name
3091,button-name
3091,label
3092,button-name
3093,button-name
3094,button-name
3095,button-name
3096,button-name
3097,button-name
3098,button-name
3099,button-name
3100,button-name
3101,button-name
3102,button-name
3103,button-name
3104,button-name
3105,button-name
3106,button-name
3107,button-name
3108,button-name
3109,button-name
3110,button-name
3111,button-name
3112,button-name
3113,button-name
3114,button-name
3115,button-name
3116,button-name
3117,button-name
3118,button-name
3119,button-name
3120,button-name
3121,button-name
3122,button-name
3123,button-name
3124,button-name
3125,button-name
3126,button-name
3127,button-name
3150,aria-command-name
3150,aria-required-parent
3150,listitem
3150,aria-command-name
3150,aria-required-parent
3150,dlitem
3150,label
3150,listitem
3150,button-name
3151,aria-command-name
3151,aria-required-parent
3151,listitem
3151,aria-command-name
3151,aria-required-parent
3151,dlitem
3151,label
3151,listitem
3151,button-name
3152,aria-command-name
3152,aria-required-parent
3152,listitem
3152,aria-command-name
3152,aria-required-parent
3152,listitem
3152,dlitem
3152,label
3152,listitem
3152,button-name
3153,aria-command-name
3153,aria-required-parent
3153,listitem
3153,aria-command-name
3153,aria-required-parent
3153,listitem
3153,dlitem
3153,label
3153,listitem
3153,button-name
3154,label
3154,listitem
3154,button-name
3154,aria-command-name
3154,aria-required-parent
3154,aria-command-name
3154,aria-required-parent
3154,dlitem
3154,listitem
3154,listitem
3155,label
3155,listitem
3155,button-name
3155,aria-command-name
3155,aria-required-parent
3155,aria-command-name
3155,aria-required-parent
3155,dlitem
3155,listitem
3155,listitem
3156,label
3156,listitem
3156,button-name
3156,aria-command-name
3156,aria-required-parent
3156,aria-command-name
3156,aria-required-parent
3156,dlitem
3156,listitem
3156,listitem
3157,label
3157,listitem
3157,button-name
3157,aria-command-name
3157,aria-required-parent
3157,aria-command-name
3157,aria-required-parent
3157,dlitem
3157,listitem
3157,listitem
3158,label
3158,listitem
3158,button-name
3158,aria-command-name
3158,aria-required-parent
3158,aria-command-name
3158,aria-required-parent
3158,dlitem
3158,listitem
3158,listitem
3159,label
3159,listitem
3159,button-name
3159,aria-command-name
3159,aria-required-parent
3159,listitem
3159,dlitem
3159,aria-command-name
3159,aria-required-parent
3159,listitem
3160,button-name
3160,listitem
3160,listitem
3160,label
3160,aria-command-name
3160,aria-required-parent
3160,listitem
3160,dlitem
3160,aria-command-name
3160,aria-required-parent
3161,button-name
3161,listitem
3161,listitem
3161,label
3161,listitem
3161,aria-command-name
3161,aria-required-parent
3161,aria-command-name
3161,aria-required-parent
3161,dlitem
3162,button-name
3162,listitem
3162,listitem
3162,label
3162,listitem
3162,aria-command-name
3162,aria-required-parent
3162,aria-command-name
3162,aria-required-parent
3162,dlitem
3163,listitem
3163,listitem
3163,label
3163,button-name
3163,listitem
3163,aria-command-name
3163,aria-required-parent
3163,aria-command-name
3163,aria-required-parent
3163,dlitem
3164,listitem
3164,listitem
3164,label
3164,button-name
3164,listitem
3164,aria-command-name
3164,aria-required-parent
3164,aria-command-name
3164,aria-required-parent
3164,dlitem
3165,listitem
3165,listitem
3165,label
3165,button-name
3165,listitem
3165,aria-command-name
3165,aria-required-parent
3165,aria-command-name
3165,aria-required-parent
3165,dlitem
3166,listitem
3166,listitem
3166,listitem
3166,label
3166,aria-command-name
3166,aria-required-parent
3166,button-name
3166,aria-command-name
3166,aria-required-parent
3166,dlitem
3167,dlitem
3167,listitem
3167,listitem
3167,aria-command-name
3167,aria-required-parent
3167,button-name
3167,label
3167,aria-command-name
3167,aria-required-parent
3167,listitem
3168,dlitem
3168,listitem
3168,listitem
3168,aria-command-name
3168,aria-required-parent
3168,aria-command-name
3168,aria-required-parent
3168,button-name
3168,label
3168,listitem
3169,dlitem
3169,listitem
3169,listitem
3169,aria-command-name
3169,aria-required-parent
3169,aria-command-name
3169,aria-required-parent
3169,button-name
3169,label
3169,listitem
3170,dlitem
3170,listitem
3170,listitem
3170,aria-command-name
3170,aria-required-parent
3170,aria-command-name
3170,aria-required-parent
3170,button-name
3170,listitem
3171,dlitem
3171,listitem
3171,listitem
3171,aria-command-name
3171,aria-required-parent
3171,aria-command-name
3171,aria-required-parent
3171,button-name
3171,listitem
3172,dlitem
3172,listitem
3172,listitem
3172,aria-command-name
3172,aria-required-parent
3172,aria-command-name
3172,aria-required-parent
3172,button-name
3172,listitem
3173,dlitem
3173,listitem
3173,listitem
3173,aria-command-name
3173,aria-required-parent
3173,aria-command-name
3173,aria-required-parent
3173,button-name
3173,listitem
3174,dlitem
3174,listitem
3174,listitem
3174,aria-command-name
3174,aria-required-parent
3174,aria-command-name
3174,aria-required-parent
3174,button-name
3174,listitem
3175,dlitem
3175,listitem
3175,listitem
3175,aria-command-name
3175,aria-required-parent
3175,aria-command-name
3175,aria-required-parent
3175,button-name
3175,listitem
3176,dlitem
3176,listitem
3176,listitem
3176,aria-command-name
3176,aria-required-parent
3176,aria-command-name
3176,aria-required-parent
3176,button-name
3176,listitem
3177,dlitem
3177,listitem
3177,listitem
3177,aria-command-name
3177,aria-required-parent
3177,aria-command-name
3177,aria-required-parent
3177,button-name
3177,listitem
3178,listitem
3178,dlitem
3178,aria-command-name
3178,aria-required-parent
3178,button-name
3178,listitem
3178,aria-command-name
3178,aria-required-parent
3178,listitem
3179,listitem
3179,dlitem
3179,aria-command-name
3179,aria-required-parent
3179,button-name
3179,listitem
3179,aria-command-name
3179,aria-required-parent
3179,listitem
3180,listitem
3180,aria-command-name
3180,aria-required-parent
3180,listitem
3180,aria-command-name
3180,aria-required-parent
3180,button-name
3180,listitem
3180,dlitem
3181,document-title
3181,html-has-lang
3183,document-title
3183,html-has-lang
3184,document-title
3184,html-has-lang
3185,label
3185,document-title
3185,html-has-lang
3185,label
3185,label
3186,label
3186,label
3186,document-title
3186,html-has-lang
3186,button-name
3186,duplicate-id-active
3186,document-title
3186,html-has-lang
3186,select-name
3186,label
3186,label
3187,label
3187,select-name
3187,label
3187,label
3187,label
3187,duplicate-id-active
3187,document-title
3187,html-has-lang
3187,button-name
3187,document-title
3187,document-title
3187,html-has-lang
3187,select-name
3187,label
3188,label
3188,label
3188,aria-allowed-attr
3188,button-name
3188,document-title
3188,aria-allowed-attr
3188,document-title
3188,html-has-lang
3188,duplicate-id-active
3188,select-name
3188,aria-allowed-attr
3189,aria-allowed-attr
3189,document-title
3189,html-has-lang
3189,button-name
3189,aria-allowed-attr
3189,label
3189,label
3189,aria-allowed-attr
3189,label
3189,select-name
3190,aria-allowed-attr
3190,document-title
3190,html-has-lang
3190,button-name
3190,aria-allowed-attr
3190,label
3190,label
3190,aria-allowed-attr
3190,label
3190,select-name
3191,document-title
3191,html-has-lang
3191,aria-allowed-attr
3191,select-name
3191,button-name
3191,document-title
3191,html-has-lang
3191,aria-allowed-attr
3191,aria-allowed-attr
3191,label
3191,label
3191,label
3192,label
3192,document-title
3192,html-has-lang
3192,aria-allowed-attr
3192,select-name
3192,aria-allowed-attr
3192,label
3192,aria-allowed-attr
3192,label
3192,document-title
3192,html-has-lang
3192,button-name
3193,label
3193,label
3193,label
3193,select-name
3194,label
3194,select-name
3194,document-title
3194,html-has-lang
3194,label
3194,aria-allowed-attr
3194,label
3194,button-name
3194,aria-allowed-attr
3194,document-title
3194,html-has-lang
3194,aria-allowed-attr
3195,aria-allowed-attr
3195,document-title
